#Id	Can be broken by	Normal Drop	Ultimallet Drop	Description
1949	0	Plasma-Filled Bottomless Pot {1559}	0	0
1950	0	Plasma-Filled Bottomless Pot {1559}	0	0
1951	0	Plasma-Filled Bottomless Pot {1559}	0	0
1952	0	Plasma-Filled Bottomless Pot {1559}	0	0
1953	0	Plasma-Filled Bottomless Pot {1559}	0	0
1954	0	Plasma-Filled Bottomless Pot {1559}	0	0
1955	0	Plasma-Filled Bottomless Pot {1559}	0	0
1956	0	Plasma-Filled Bottomless Pot {1559}	0	0
1957	0	Plasma-Filled Bottomless Pot {1559}	0	0
1958	0	0	0	0
1959	0	Water-Filled Bottomless Pot {1767}	0	0
1960	0	Water-Filled Bottomless Pot {1767}	0	0
1961	0	Water-Filled Bottomless Pot {1767}	0	0
1962	0	Water-Filled Bottomless Pot {1767}	0	0
1963	0	Water-Filled Bottomless Pot {1767}	0	0
1964	0	Water-Filled Bottomless Pot {1767}	0	0
1965	0	Water-Filled Bottomless Pot {1767}	0	0
1966	0	Water-Filled Bottomless Pot {1767}	0	0
1967	0	Water-Filled Bottomless Pot {1767}	0	0
1968	0	Water-Filled Bottomless Pot {1767}	0	0
1969	0	Water-Filled Bottomless Pot {1767}	0	0
1970	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1971	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1972	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1973	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1974	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1975	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1976	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1977	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1978	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1979	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1980	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1981	0	Poison-Filled Bottomless Pot {1557}	0	0
1982	0	Poison-Filled Bottomless Pot {1557}	0	0
1983	0	Poison-Filled Bottomless Pot {1557}	0	0
1984	0	Poison-Filled Bottomless Pot {1557}	0	0
1985	0	Poison-Filled Bottomless Pot {1557}	0	0
1986	0	Poison-Filled Bottomless Pot {1557}	0	0
1987	0	Poison-Filled Bottomless Pot {1557}	0	0
1988	0	Poison-Filled Bottomless Pot {1557}	0	0
1989	0	Poison-Filled Bottomless Pot {1557}	0	0
1990	0	Poison-Filled Bottomless Pot {1557}	0	0
1991	0	Poison-Filled Bottomless Pot {1557}	0	0
1992	0	Lava-Filled Bottomless Pot {1558}	0	0
1993	0	Lava-Filled Bottomless Pot {1558}	0	0
1994	0	Lava-Filled Bottomless Pot {1558}	0	0
1995	0	Lava-Filled Bottomless Pot {1558}	0	0
1996	0	Lava-Filled Bottomless Pot {1558}	0	0
1997	0	Lava-Filled Bottomless Pot {1558}	0	0
1998	0	Lava-Filled Bottomless Pot {1558}	0	0
1999	0	Lava-Filled Bottomless Pot {1558}	0	0
2000	0	Lava-Filled Bottomless Pot {1558}	0	0
2001	0	Lava-Filled Bottomless Pot {1558}	0	0
2002	0	Lava-Filled Bottomless Pot {1558}	0	0
2003	0	Nothing {-1}	0	0
2004	0	Nothing {-1}	0	0
2005	0	Nothing {-1}	0	0
2006	0	Nothing {-1}	0	0
2007	0	Nothing {-1}	0	0
2008	0	Nothing {-1}	0	0
2009	0	Nothing {-1}	0	0
2010	0	Nothing {-1}	0	0
2011	0	Nothing {-1}	0	0
2012	0	Nothing {-1}	0	0
2013	0	Nothing {-1}	0	0
2014	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2015	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2016	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2017	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2018	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2019	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2020	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2021	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2022	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2023	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2024	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2025	0	Sea Water-Filled Bottomless Pot {1}	0	0
2026	0	Sea Water-Filled Bottomless Pot {1}	0	0
2027	0	Sea Water-Filled Bottomless Pot {1}	0	0
2028	0	Sea Water-Filled Bottomless Pot {1}	0	0
2029	0	Sea Water-Filled Bottomless Pot {1}	0	0
2030	0	Sea Water-Filled Bottomless Pot {1}	0	0
2031	0	Sea Water-Filled Bottomless Pot {1}	0	0
2032	0	Sea Water-Filled Bottomless Pot {1}	0	0
2033	0	Sea Water-Filled Bottomless Pot {1}	0	0
2034	0	Sea Water-Filled Bottomless Pot {1}	0	0
2035	0	Sea Water-Filled Bottomless Pot {1}	0	0
2036	0	Plasma-Filled Bottomless Pot {1559}	0	0
2037	0	Plasma-Filled Bottomless Pot {1559}	0	0
2038	0	Plasma-Filled Bottomless Pot {1559}	0	0
2039	0	Plasma-Filled Bottomless Pot {1559}	0	0
2040	0	Plasma-Filled Bottomless Pot {1559}	0	0
2041	0	Plasma-Filled Bottomless Pot {1559}	0	0
2042	0	Plasma-Filled Bottomless Pot {1559}	0	0
2043	0	Plasma-Filled Bottomless Pot {1559}	0	0
2044	0	Plasma-Filled Bottomless Pot {1559}	0	0
2045	0	Plasma-Filled Bottomless Pot {1559}	0	0
2046	0	Plasma-Filled Bottomless Pot {1559}	0	0
2047	0	0	0	0
